drug_id,smiles
D00230,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O.O=C([O-])C1/C(=C/CO)O[C@@H]2CC(=O)N12.[K+]
D00231,Nc1cc(-c2ccncc2)c[nH]c1=O
D00232,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C.[Br-]
D00233,O=C1c2c(O)cccc2Cc2cccc(O)c21
D00234,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
D00235,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
D00236,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21
D00237,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
D00244,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
D00245,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1
D00246,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
D00247,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
D00248,CS(=O)(=O)OCCCCOS(C)(=O)=O
D00251,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
D00250,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O
D00249,CC(C)CC(NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(NC(=O)C1CSSCC(N)C(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)N1)C(C)C)C(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NC(CCCNC(=N)N)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(C(=O)N1CCCC1C(N)=O)C(C)O)C(C)O)C(C)O)C(C)O
D00252,NC(=O)N1c2ccccc2C=Cc2ccccc21
D00255,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
D00254,O=NN(CCCl)C(=O)NCCCl
D00256,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1
D00257,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1
D00258,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1
D00259,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12
D00260,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
D00261,C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1.O
D00262,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1
D00263,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1
D00264,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1
D00265,OC(O)C(Cl)(Cl)Cl
D00266,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
D00267,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1
D00268,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1
D00269,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1
D00270,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
D00271,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
D00272,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
D00273,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1.O.O
D00274,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC
D00275,Cl[Pt]Cl.N.N
D00276,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
D00277,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1
D00278,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
D00279,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
D00280,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
D00281,Clc1cccc(Cl)c1N=C1NCCN1
D00282,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1
D00283,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
D00285,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
D00284,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)C(N)CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C)C(C)C)C(C)C
D00286,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1
D00287,O.O=P1(N(CCCl)CCCl)NCCCO1
D00288,CN(C)/N=N/c1[nH]cnc1C(N)=O
D00289,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C
D00290,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12.Cl
D00291,N=C(N)NCCCC(NC(=O)C1CCCN1C(=O)C1CSSCCC(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
D00253,COC(=O)c1c(C)[nH]c(C(=O)[C@@H](C)OC(=O)COc2ccccc2Cl)c1C
D00292,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
D00293,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
D00294,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
D00295,CN/C(=N\C#N)NCCSCc1nc[nH]c1C
D00296,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1
D00297,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
D00298,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
D00299,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@]12C
D00300,CN(C)CCOC(c1ccccc1)c1ccccc1
D00301,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1.CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.Cl.O=S(=O)(O)O
D00302,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
D00303,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
D00304,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
D00306,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
D00305,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+]
D00307,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.O
D00308,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
D00309,Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1
D00310,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21
D00311,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2
D00312,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)[O-])cc4CC[C@H]3[C@@H]1CCC2=O.[Na+]
D00313,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
D00314,CC(O)(P(=O)([O-])O)P(=O)([O-])O.[Na+].[Na+]
D00315,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
D00316,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C
D00317,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
D00318,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1
D00319,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
D00320,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
D00321,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
D00322,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
D00323,Nc1nc(=O)[nH]cc1F
D00324,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1.CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1.O
D00325,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
D00326,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
D00327,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
D00328,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
D00329,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
D00330,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
D00331,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
D00332,NCC1(CC(=O)O)CCCCC1
D00333,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1
D00334,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
D00335,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
D00336,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
D00337,COc1ccccc1OCC(O)CO
D00338,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F
D00339,Clc1cc(Cl)c(OCC#CI)cc1Cl
D00340,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
D00341,NC(=O)NO
D00342,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I
D00343,O=P1(NCCCl)OCCCN1CCCl
D00346,NNC(=O)c1ccncc1
D00345,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
D00347,O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
D00348,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
D00349,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12
D00350,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
D00351,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
D00352,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
D00353,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
D00354,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
D00355,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1
D00356,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O
D00357,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+]
D00358,CCN(CC)CC(=O)Nc1c(C)cccc1C
D00359,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
D00360,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
D00361,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-].N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+].[Na+]
D00362,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O
D00363,O=NN(CCCl)C(=O)NC1CCCCC1
D00364,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
D00365,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
D00366,NCCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
D00367,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21
D00368,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1
D00369,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
D00370,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21
D00371,Cn1c(=O)c2[nH]cnc2n(C)c1=O
D00372,c1ccc2[nH]c(-c3cscn3)nc2c1
D00373,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
D00374,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
D00375,CCC1(c2ccccc2)NC(=O)N(C)C1=O
D00376,CCCC(C)(COC(N)=O)COC(N)=O
D00377,Nc1ccc(O)c(C(=O)O)c1
D00378,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1.CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1.O
D00379,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
D00380,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
D00381,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
D00382,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
D00383,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21
D00386,CCCn1c(N)c(C(=O)CSc2ccc(C(C)(C)C)cc2)c(=O)[nH]c1=O
D00387,CCOC(=O)c1ccc(NC(=O)COC(=O)c2cc(CC)c(C)s2)cc1
D00385,CCc1cc(C(=O)OCC(=O)Nc2ccc(C(=O)OC)cc2)sc1C
D00388,O=P([O-])(O)OCC(Cl)(Cl)Cl.[Na+]
D00344,CC(C)C(C)(C#N)NC(=O)CSC1=CC=C(C=C1)C(C)(C)C
D00384,C[C@@H](Sc1ccc(C(C)(C)C)cc1)C(=O)Nc1ccc(C(N)=O)cc1
D00389,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
D00390,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
D00391,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
D00392,CN1C(=O)OC(C)(C)C1=O
D00393,C1N2CN3CN1CN(C2)C3
D00394,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
D00395,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2
D00396,NC(CO)(CO)CO
D00397,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1
D00399,CCCC(CCC)C(=O)O
D00398,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21.Cl
D00400,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C
D00401,Cn1cc[nH]c1=S
D00402,COc1ccccc1OCC(O)COC(N)=O
D00403,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2
D00404,CN1C(=O)CC(C)(c2ccccc2)C1=O
D00405,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O.C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O.O.O.O
D00406,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O.O
D00407,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12
D00408,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
D00410,CC(C)(C(=O)c1cccnc1)c1cccnc1
D00409,Cc1ncc([N+](=O)[O-])n1CCO
D00411,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12
D00412,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1
D00413,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
D00415,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
D00414,CC(c1cc2ccccc2s1)N(O)C(N)=O
D00416,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
D00417,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
D00418,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
D00420,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
D00419,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
D00421,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21
D00422,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
D00424,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O
D00425,COc1ccc2cc(CCC(C)=O)ccc2c1
D00423,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1
D00426,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
D00428,O=C(Oc1ccccc1C(=O)O)c1ccccc1O
D00427,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
D00430,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
D00429,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
D00431,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
D00432,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2
D00433,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+]
D00435,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
D00434,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
D00436,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
D00437,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
D00438,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
